text,image_path,label
historical documentary archive interview public issue real people testimony social context education cinema slow paced review with real interviews,images/train_documentary_073.png,documentary
animation family adventure colorful magical hero animal kingdom fantasy playful journey friendship family review with colorful fantasy scenes,images/train_animation_054.png,animation
cartoon animation fantasy family magical adventure playful kingdom characters friendship color family review with colorful fantasy scenes but also hints of terrifying,images/train_animation_034.png,animation
horror dark fear nightmare haunted blood shadow scream sinister mystery suspense survival terror review with tense scenes and dark mood but also hints of cartoon,images/train_horror_037.png,horror
animated family colorful world children adventure hero music creature bright imagination family review with colorful fantasy scenes but also hints of psychological,images/train_animation_039.png,animation
witty comedy laugh prank friendship romance silly colorful good vibes amusing scenes fun review with bright scenes and jokes,images/train_comedy_052.png,comedy
psychological horror eerie threat haunted corridor blood suspense fear shadow monster silence review with tense scenes and dark mood,images/train_horror_028.png,horror
animation family adventure colorful magical hero animal kingdom fantasy playful journey friendship family review with colorful fantasy scenes but also hints of humor,images/train_animation_015.png,animation
documentary interview social history archive true story testimony director report society culture real footage slow paced review with real interviews but also hints of psychological,images/train_documentary_077.png,documentary
animation family adventure colorful magical hero animal kingdom fantasy playful journey friendship family review with colorful fantasy scenes but also hints of witty,images/train_animation_082.png,animation
documentary interview social history archive true story testimony director report society culture real footage slow paced review with real interviews,images/train_documentary_009.png,documentary
horror dark fear nightmare haunted blood shadow scream sinister mystery suspense survival terror review with tense scenes and dark mood,images/train_horror_041.png,horror
cartoon animation fantasy family magical adventure playful kingdom characters friendship color family review with colorful fantasy scenes but also hints of historical,images/train_animation_073.png,animation
horror dark fear nightmare haunted blood shadow scream sinister mystery suspense survival terror review with tense scenes and dark mood,images/train_horror_058.png,horror
documentary interview social history archive true story testimony director report society culture real footage slow paced review with real interviews,images/train_documentary_030.png,documentary
historical documentary archive interview public issue real people testimony social context education cinema slow paced review with real interviews,images/train_documentary_093.png,documentary
historical documentary archive interview public issue real people testimony social context education cinema slow paced review with real interviews,images/train_documentary_055.png,documentary
animated family colorful world children adventure hero music creature bright imagination family review with colorful fantasy scenes,images/train_animation_063.png,animation
historical documentary archive interview public issue real people testimony social context education cinema slow paced review with real interviews,images/train_documentary_033.png,documentary
humor comic family fun joke awkward situation bright energy smile entertaining crowd pleasing fun review with bright scenes and jokes,images/train_comedy_083.png,comedy
witty comedy laugh prank friendship romance silly colorful good vibes amusing scenes fun review with bright scenes and jokes,images/train_comedy_060.png,comedy
animated family colorful world children adventure hero music creature bright imagination family review with colorful fantasy scenes,images/train_animation_105.png,animation
nonfiction report documentary investigation narrator real events oral history social memory public archive slow paced review with real interviews,images/train_documentary_070.png,documentary
psychological horror eerie threat haunted corridor blood suspense fear shadow monster silence review with tense scenes and dark mood,images/train_horror_021.png,horror
nonfiction report documentary investigation narrator real events oral history social memory public archive slow paced review with real interviews,images/train_documentary_104.png,documentary
animated family colorful world children adventure hero music creature bright imagination family review with colorful fantasy scenes,images/train_animation_114.png,animation
horror dark fear nightmare haunted blood shadow scream sinister mystery suspense survival terror review with tense scenes and dark mood but also hints of nonfiction,images/train_horror_118.png,horror
horror dark fear nightmare haunted blood shadow scream sinister mystery suspense survival terror review with tense scenes and dark mood but also hints of witty,images/train_horror_081.png,horror
psychological horror eerie threat haunted corridor blood suspense fear shadow monster silence review with tense scenes and dark mood,images/train_horror_061.png,horror
nonfiction report documentary investigation narrator real events oral history social memory public archive slow paced review with real interviews,images/train_documentary_000.png,documentary
cartoon animation fantasy family magical adventure playful kingdom characters friendship color family review with colorful fantasy scenes,images/train_animation_031.png,animation
nonfiction report documentary investigation narrator real events oral history social memory public archive slow paced review with real interviews,images/train_documentary_011.png,documentary
animation family adventure colorful magical hero animal kingdom fantasy playful journey friendship family review with colorful fantasy scenes,images/train_animation_020.png,animation
animated family colorful world children adventure hero music creature bright imagination family review with colorful fantasy scenes,images/train_animation_070.png,animation
animated family colorful world children adventure hero music creature bright imagination family review with colorful fantasy scenes,images/train_animation_017.png,animation
nonfiction report documentary investigation narrator real events oral history social memory public archive slow paced review with real interviews,images/train_documentary_117.png,documentary
horror dark fear nightmare haunted blood shadow scream sinister mystery suspense survival terror review with tense scenes and dark mood,images/train_horror_062.png,horror
comedy funny absurd joke friendship awkward cheerful hilarious playful laugh romance lighthearted fun review with bright scenes and jokes,images/train_comedy_053.png,comedy
animated family colorful world children adventure hero music creature bright imagination family review with colorful fantasy scenes,images/train_animation_111.png,animation
documentary interview social history archive true story testimony director report society culture real footage slow paced review with real interviews,images/train_documentary_018.png,documentary
terrifying horror night creature cursed house scream panic dread violent red darkness review with tense scenes and dark mood,images/train_horror_092.png,horror
witty comedy laugh prank friendship romance silly colorful good vibes amusing scenes fun review with bright scenes and jokes,images/train_comedy_065.png,comedy
nonfiction report documentary investigation narrator real events oral history social memory public archive slow paced review with real interviews but also hints of psychological,images/train_documentary_090.png,documentary
witty comedy laugh prank friendship romance silly colorful good vibes amusing scenes fun review with bright scenes and jokes,images/train_comedy_100.png,comedy
documentary interview social history archive true story testimony director report society culture real footage slow paced review with real interviews but also hints of horror,images/train_documentary_039.png,documentary
psychological horror eerie threat haunted corridor blood suspense fear shadow monster silence review with tense scenes and dark mood,images/train_horror_083.png,horror
animated family colorful world children adventure hero music creature bright imagination family review with colorful fantasy scenes,images/train_animation_099.png,animation
nonfiction report documentary investigation narrator real events oral history social memory public archive slow paced review with real interviews,images/train_documentary_076.png,documentary
witty comedy laugh prank friendship romance silly colorful good vibes amusing scenes fun review with bright scenes and jokes,images/train_comedy_035.png,comedy
documentary interview social history archive true story testimony director report society culture real footage slow paced review with real interviews but also hints of horror,images/train_documentary_063.png,documentary
cartoon animation fantasy family magical adventure playful kingdom characters friendship color family review with colorful fantasy scenes,images/train_animation_030.png,animation
terrifying horror night creature cursed house scream panic dread violent red darkness review with tense scenes and dark mood but also hints of nonfiction,images/train_horror_100.png,horror
cartoon animation fantasy family magical adventure playful kingdom characters friendship color family review with colorful fantasy scenes,images/train_animation_055.png,animation
cartoon animation fantasy family magical adventure playful kingdom characters friendship color family review with colorful fantasy scenes,images/train_animation_074.png,animation
psychological horror eerie threat haunted corridor blood suspense fear shadow monster silence review with tense scenes and dark mood but also hints of comedy,images/train_horror_065.png,horror
horror dark fear nightmare haunted blood shadow scream sinister mystery suspense survival terror review with tense scenes and dark mood,images/train_horror_026.png,horror
historical documentary archive interview public issue real people testimony social context education cinema slow paced review with real interviews but also hints of comedy,images/train_documentary_082.png,documentary
nonfiction report documentary investigation narrator real events oral history social memory public archive slow paced review with real interviews,images/train_documentary_101.png,documentary
cartoon animation fantasy family magical adventure playful kingdom characters friendship color family review with colorful fantasy scenes,images/train_animation_117.png,animation
historical documentary archive interview public issue real people testimony social context education cinema slow paced review with real interviews,images/train_documentary_113.png,documentary
animation family adventure colorful magical hero animal kingdom fantasy playful journey friendship family review with colorful fantasy scenes,images/train_animation_103.png,animation
horror dark fear nightmare haunted blood shadow scream sinister mystery suspense survival terror review with tense scenes and dark mood but also hints of witty,images/train_horror_013.png,horror
nonfiction report documentary investigation narrator real events oral history social memory public archive slow paced review with real interviews,images/train_documentary_078.png,documentary
witty comedy laugh prank friendship romance silly colorful good vibes amusing scenes fun review with bright scenes and jokes,images/train_comedy_017.png,comedy
comedy funny absurd joke friendship awkward cheerful hilarious playful laugh romance lighthearted fun review with bright scenes and jokes,images/train_comedy_114.png,comedy
horror dark fear nightmare haunted blood shadow scream sinister mystery suspense survival terror review with tense scenes and dark mood but also hints of historical,images/train_horror_064.png,horror
horror dark fear nightmare haunted blood shadow scream sinister mystery suspense survival terror review with tense scenes and dark mood but also hints of animation,images/train_horror_082.png,horror
historical documentary archive interview public issue real people testimony social context education cinema slow paced review with real interviews but also hints of psychological,images/train_documentary_068.png,documentary
nonfiction report documentary investigation narrator real events oral history social memory public archive slow paced review with real interviews,images/train_documentary_072.png,documentary
humor comic family fun joke awkward situation bright energy smile entertaining crowd pleasing fun review with bright scenes and jokes,images/train_comedy_098.png,comedy
terrifying horror night creature cursed house scream panic dread violent red darkness review with tense scenes and dark mood,images/train_horror_070.png,horror
historical documentary archive interview public issue real people testimony social context education cinema slow paced review with real interviews,images/train_documentary_079.png,documentary
comedy funny absurd joke friendship awkward cheerful hilarious playful laugh romance lighthearted fun review with bright scenes and jokes but also hints of documentary,images/train_comedy_088.png,comedy
humor comic family fun joke awkward situation bright energy smile entertaining crowd pleasing fun review with bright scenes and jokes but also hints of documentary,images/train_comedy_028.png,comedy
witty comedy laugh prank friendship romance silly colorful good vibes amusing scenes fun review with bright scenes and jokes but also hints of animated,images/train_comedy_034.png,comedy
witty comedy laugh prank friendship romance silly colorful good vibes amusing scenes fun review with bright scenes and jokes,images/train_comedy_055.png,comedy
psychological horror eerie threat haunted corridor blood suspense fear shadow monster silence review with tense scenes and dark mood,images/train_horror_009.png,horror
animated family colorful world children adventure hero music creature bright imagination family review with colorful fantasy scenes,images/train_animation_115.png,animation
terrifying horror night creature cursed house scream panic dread violent red darkness review with tense scenes and dark mood,images/train_horror_094.png,horror
nonfiction report documentary investigation narrator real events oral history social memory public archive slow paced review with real interviews but also hints of comedy,images/train_documentary_075.png,documentary
cartoon animation fantasy family magical adventure playful kingdom characters friendship color family review with colorful fantasy scenes,images/train_animation_061.png,animation
documentary interview social history archive true story testimony director report society culture real footage slow paced review with real interviews but also hints of humor,images/train_documentary_015.png,documentary
comedy funny absurd joke friendship awkward cheerful hilarious playful laugh romance lighthearted fun review with bright scenes and jokes,images/train_comedy_033.png,comedy
animated family colorful world children adventure hero music creature bright imagination family review with colorful fantasy scenes,images/train_animation_104.png,animation
nonfiction report documentary investigation narrator real events oral history social memory public archive slow paced review with real interviews,images/train_documentary_019.png,documentary
psychological horror eerie threat haunted corridor blood suspense fear shadow monster silence review with tense scenes and dark mood,images/train_horror_071.png,horror
psychological horror eerie threat haunted corridor blood suspense fear shadow monster silence review with tense scenes and dark mood,images/train_horror_080.png,horror
documentary interview social history archive true story testimony director report society culture real footage slow paced review with real interviews,images/train_documentary_056.png,documentary
terrifying horror night creature cursed house scream panic dread violent red darkness review with tense scenes and dark mood,images/train_horror_109.png,horror
witty comedy laugh prank friendship romance silly colorful good vibes amusing scenes fun review with bright scenes and jokes but also hints of horror,images/train_comedy_091.png,comedy
animated family colorful world children adventure hero music creature bright imagination family review with colorful fantasy scenes but also hints of terrifying,images/train_animation_072.png,animation
comedy funny absurd joke friendship awkward cheerful hilarious playful laugh romance lighthearted fun review with bright scenes and jokes,images/train_comedy_102.png,comedy
comedy funny absurd joke friendship awkward cheerful hilarious playful laugh romance lighthearted fun review with bright scenes and jokes,images/train_comedy_117.png,comedy
cartoon animation fantasy family magical adventure playful kingdom characters friendship color family review with colorful fantasy scenes,images/train_animation_048.png,animation
documentary interview social history archive true story testimony director report society culture real footage slow paced review with real interviews,images/train_documentary_025.png,documentary
cartoon animation fantasy family magical adventure playful kingdom characters friendship color family review with colorful fantasy scenes,images/train_animation_059.png,animation
comedy funny absurd joke friendship awkward cheerful hilarious playful laugh romance lighthearted fun review with bright scenes and jokes,images/train_comedy_012.png,comedy
comedy funny absurd joke friendship awkward cheerful hilarious playful laugh romance lighthearted fun review with bright scenes and jokes,images/train_comedy_108.png,comedy
animated family colorful world children adventure hero music creature bright imagination family review with colorful fantasy scenes,images/train_animation_113.png,animation
documentary interview social history archive true story testimony director report society culture real footage slow paced review with real interviews,images/train_documentary_042.png,documentary
cartoon animation fantasy family magical adventure playful kingdom characters friendship color family review with colorful fantasy scenes,images/train_animation_000.png,animation
cartoon animation fantasy family magical adventure playful kingdom characters friendship color family review with colorful fantasy scenes,images/train_animation_046.png,animation
witty comedy laugh prank friendship romance silly colorful good vibes amusing scenes fun review with bright scenes and jokes,images/train_comedy_020.png,comedy
animated family colorful world children adventure hero music creature bright imagination family review with colorful fantasy scenes,images/train_animation_097.png,animation
humor comic family fun joke awkward situation bright energy smile entertaining crowd pleasing fun review with bright scenes and jokes but also hints of historical,images/train_comedy_089.png,comedy
humor comic family fun joke awkward situation bright energy smile entertaining crowd pleasing fun review with bright scenes and jokes,images/train_comedy_072.png,comedy
animated family colorful world children adventure hero music creature bright imagination family review with colorful fantasy scenes,images/train_animation_088.png,animation
documentary interview social history archive true story testimony director report society culture real footage slow paced review with real interviews,images/train_documentary_022.png,documentary
cartoon animation fantasy family magical adventure playful kingdom characters friendship color family review with colorful fantasy scenes but also hints of documentary,images/train_animation_062.png,animation
nonfiction report documentary investigation narrator real events oral history social memory public archive slow paced review with real interviews,images/train_documentary_046.png,documentary
humor comic family fun joke awkward situation bright energy smile entertaining crowd pleasing fun review with bright scenes and jokes but also hints of cartoon,images/train_comedy_006.png,comedy
animated family colorful world children adventure hero music creature bright imagination family review with colorful fantasy scenes,images/train_animation_040.png,animation
humor comic family fun joke awkward situation bright energy smile entertaining crowd pleasing fun review with bright scenes and jokes but also hints of psychological,images/train_comedy_011.png,comedy
animated family colorful world children adventure hero music creature bright imagination family review with colorful fantasy scenes,images/train_animation_060.png,animation
animated family colorful world children adventure hero music creature bright imagination family review with colorful fantasy scenes,images/train_animation_110.png,animation
nonfiction report documentary investigation narrator real events oral history social memory public archive slow paced review with real interviews but also hints of psychological,images/train_documentary_057.png,documentary
witty comedy laugh prank friendship romance silly colorful good vibes amusing scenes fun review with bright scenes and jokes,images/train_comedy_056.png,comedy
terrifying horror night creature cursed house scream panic dread violent red darkness review with tense scenes and dark mood,images/train_horror_050.png,horror
animation family adventure colorful magical hero animal kingdom fantasy playful journey friendship family review with colorful fantasy scenes,images/train_animation_042.png,animation
historical documentary archive interview public issue real people testimony social context education cinema slow paced review with real interviews,images/train_documentary_024.png,documentary
documentary interview social history archive true story testimony director report society culture real footage slow paced review with real interviews,images/train_documentary_017.png,documentary
nonfiction report documentary investigation narrator real events oral history social memory public archive slow paced review with real interviews but also hints of terrifying,images/train_documentary_066.png,documentary
cartoon animation fantasy family magical adventure playful kingdom characters friendship color family review with colorful fantasy scenes,images/train_animation_036.png,animation
documentary interview social history archive true story testimony director report society culture real footage slow paced review with real interviews,images/train_documentary_086.png,documentary
documentary interview social history archive true story testimony director report society culture real footage slow paced review with real interviews,images/train_documentary_031.png,documentary
nonfiction report documentary investigation narrator real events oral history social memory public archive slow paced review with real interviews but also hints of comedy,images/train_documentary_084.png,documentary
witty comedy laugh prank friendship romance silly colorful good vibes amusing scenes fun review with bright scenes and jokes,images/train_comedy_004.png,comedy
terrifying horror night creature cursed house scream panic dread violent red darkness review with tense scenes and dark mood,images/train_horror_091.png,horror
animated family colorful world children adventure hero music creature bright imagination family review with colorful fantasy scenes,images/train_animation_092.png,animation
animation family adventure colorful magical hero animal kingdom fantasy playful journey friendship family review with colorful fantasy scenes but also hints of historical,images/train_animation_094.png,animation
nonfiction report documentary investigation narrator real events oral history social memory public archive slow paced review with real interviews,images/train_documentary_094.png,documentary
terrifying horror night creature cursed house scream panic dread violent red darkness review with tense scenes and dark mood,images/train_horror_095.png,horror
witty comedy laugh prank friendship romance silly colorful good vibes amusing scenes fun review with bright scenes and jokes,images/train_comedy_061.png,comedy
documentary interview social history archive true story testimony director report society culture real footage slow paced review with real interviews,images/train_documentary_023.png,documentary
comedy funny absurd joke friendship awkward cheerful hilarious playful laugh romance lighthearted fun review with bright scenes and jokes,images/train_comedy_084.png,comedy
terrifying horror night creature cursed house scream panic dread violent red darkness review with tense scenes and dark mood,images/train_horror_008.png,horror
cartoon animation fantasy family magical adventure playful kingdom characters friendship color family review with colorful fantasy scenes,images/train_animation_041.png,animation
documentary interview social history archive true story testimony director report society culture real footage slow paced review with real interviews,images/train_documentary_005.png,documentary
nonfiction report documentary investigation narrator real events oral history social memory public archive slow paced review with real interviews,images/train_documentary_116.png,documentary
historical documentary archive interview public issue real people testimony social context education cinema slow paced review with real interviews,images/train_documentary_045.png,documentary
documentary interview social history archive true story testimony director report society culture real footage slow paced review with real interviews,images/train_documentary_016.png,documentary
cartoon animation fantasy family magical adventure playful kingdom characters friendship color family review with colorful fantasy scenes but also hints of horror,images/train_animation_091.png,animation
animation family adventure colorful magical hero animal kingdom fantasy playful journey friendship family review with colorful fantasy scenes,images/train_animation_011.png,animation
historical documentary archive interview public issue real people testimony social context education cinema slow paced review with real interviews,images/train_documentary_003.png,documentary
cartoon animation fantasy family magical adventure playful kingdom characters friendship color family review with colorful fantasy scenes but also hints of documentary,images/train_animation_077.png,animation
nonfiction report documentary investigation narrator real events oral history social memory public archive slow paced review with real interviews,images/train_documentary_060.png,documentary
historical documentary archive interview public issue real people testimony social context education cinema slow paced review with real interviews,images/train_documentary_110.png,documentary
terrifying horror night creature cursed house scream panic dread violent red darkness review with tense scenes and dark mood but also hints of documentary,images/train_horror_067.png,horror
horror dark fear nightmare haunted blood shadow scream sinister mystery suspense survival terror review with tense scenes and dark mood,images/train_horror_010.png,horror
documentary interview social history archive true story testimony director report society culture real footage slow paced review with real interviews,images/train_documentary_029.png,documentary
horror dark fear nightmare haunted blood shadow scream sinister mystery suspense survival terror review with tense scenes and dark mood,images/train_horror_072.png,horror
witty comedy laugh prank friendship romance silly colorful good vibes amusing scenes fun review with bright scenes and jokes,images/train_comedy_062.png,comedy
historical documentary archive interview public issue real people testimony social context education cinema slow paced review with real interviews,images/train_documentary_026.png,documentary
nonfiction report documentary investigation narrator real events oral history social memory public archive slow paced review with real interviews but also hints of animated,images/train_documentary_007.png,documentary
animated family colorful world children adventure hero music creature bright imagination family review with colorful fantasy scenes,images/train_animation_076.png,animation
documentary interview social history archive true story testimony director report society culture real footage slow paced review with real interviews,images/train_documentary_108.png,documentary
documentary interview social history archive true story testimony director report society culture real footage slow paced review with real interviews,images/train_documentary_037.png,documentary
witty comedy laugh prank friendship romance silly colorful good vibes amusing scenes fun review with bright scenes and jokes,images/train_comedy_037.png,comedy
